ID,Pueblo exacto,Latitud,Longitud,Tipo de oficio,Descripción,Email,Teléfono,Enlace,Enlace imágenes,latitude,longitude
5154,ORTUELLA,,,"INSTRUMENTOS MUSICALES DE ARCO, TECLADO Y CUERDA","Se trata de un trabajo intensivo en labores manuales, utilizando pequeña herramienta de uso específico para trabajos delicados.",iker.rlutheria@gmail.com,686796646,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5154&Act=11&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5154-0011-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5154-0011-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5154-0011-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5154-0011-0001P4.JPG,43.3105667,-3.0555981
5149,MUNGIA,,,"INSTRUMENTOS MUSICALES DE ARCO, TECLADO Y CUERDA",CONSTRUCCIÓN Y RESTAURACIÓN DE INSTRUMENTOS MUSICALES (ESPECIALIZADO EN CONTRABAJO),info@ubluthier.com,664789070,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5149&Act=11&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5149-0011-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5149-0011-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5149-0011-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5149-0011-0001P4.jpg,43.3540663,-2.8464157
5140,OTXANDIO,,,INSTRUMENTOS MUSICALES DE VIENTO,"Conservación y restauración de obras de arte y antigüedades. Restauración de muebles, pinturas, tallas, cerámicas y todo tipo de objetos que requieran de una manipulación profesional para su conservación y mantenimiento con las propiedades y estado originales. Se trata de un trabajo intensivo en labores manuales, utilizando pequeña herramienta de uso específico para trabajos delicados.",info@jsergiodelcampo.com,659301356,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5140&Act=11&SubAct=02,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5140-0011-0002P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5140-0011-0002P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5140-0011-0002P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2019-5140-0011-0002P4.JPG,43.0408347,-2.6542222
5259,VALLE DE TRAPAGA-TRAPAGARAN,,,BISUTERIA,Pendientes y accesorios de arcilla polimérica creados a mano con mucho amor y cariño. Diseño y elaboración propias,janirebutronuria@gmail.com,666979376,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5259&Act=10&SubAct=07,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5259-0010-0007P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5259-0010-0007P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5259-0010-0007P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2023-5259-0010-0007P4.JPG,43.303062,-3.0392135
5282,AMOREBIETA-ETXANO,,,BISUTERIA,"Fabricación de bisutería en arcilla polimérica desde cero.
Diseños personalizados.",info@calaganxeta.com,677219575,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5282&Act=10&SubAct=07,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5282-0010-0007P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5282-0010-0007P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5282-0010-0007P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5282-0010-0007P4.JPG,43.2201761,-2.7323154
5298,MUNGIA,,,BISUTERIA,Realizo piezas de bisutería utilizando arcilla.,kaoticat.alba@gmail.com,629824238,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5298&Act=10&SubAct=07,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5298-0010-0007P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5298-0010-0007P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5298-0010-0007P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2024-5298-0010-0007P4.JPG,43.3540663,-2.8464157
5081,BILBAO,,,BISUTERIA,"Diseño y elaboración de pendientes a mano, con la técnica soutache, con hilos de rayón de seda y piedras semipreciosas.",ana@musula.com,629924416,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5081&Act=10&SubAct=07,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2016-5081-0010-0007P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2016-5081-0010-0007P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2016-5081-0010-0007P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2016-5081-0010-0007P4.jpg,43.2630018,-2.9350039
5112,BILBAO,,,BISUTERIA,"Diseño y realización de objetos y otros ornamentos tales como souvenirs, regalos corporativos etc.",nati@otxarki.net,944714251,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5112&Act=10&SubAct=07,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5112-0010-0007P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5112-0010-0007P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5112-0010-0007P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5112-0010-0007P4.jpg,43.2630018,-2.9350039
5091,URDUÑA/ORDUÑA,,,BISUTERIA,"Diseño y elaboración de anillos, pulseras, brazaletes, colgantes, collares, gargantillas, diademas etc.",2012artesania@gmail.com,651827344,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5091&Act=10&SubAct=07,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2016-5091-0010-0007P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2016-5091-0010-0007P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2016-5091-0010-0007P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2016-5091-0010-0007P4.jpg,42.994926,-3.009915
5224,BILBAO,,,BISUTERIA,"Joyas cosidas a mano en técnica soutache, empleando cordón de alta calidad y cristales de máximo brillo. Joyas muy sofisticadas que no pesan nada.",adriana.rufrancos@gmail.com,629449856,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5224&Act=10&SubAct=07,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5224-0010-0007P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5224-0010-0007P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5224-0010-0007P3.JPG,43.2630018,-2.9350039
5174,GALDAKAO,,,BISUTERIA,"Hago joyas inspiradas en la naturaleza que me rodea. Las formas que crea la naturaleza me obsesionan, intento entenderlas e imitarlas, en este proceso creo patrones y formas que luego convierto en piezas de joyería orgánicas y coloristas. 
Organizo mis creaciones en colecciones donde desarrollo anillos, collares, colgantes... pero sobre todo pendientes. En cada colección creo variaciones del diseño para generar diferentes tipos y tamaños de pendientes. De esta manera puedo probar diferentes ideas y quedarme con la que realmente funciona.
Uso sólo materiales de calidad que den comodidad a la pieza, por ello la resina me resulta el material óptimo, es ligera, maleable y fácil de tratar una vez curada. Para los engarces uso materiales nobles como la plata o el latón, que permiten trabajarlos fácilmente y aseguran no crear problemas de piel.
Los diseños  son exclusivos de la marca y la fabricación se hace totalmente en el mi taller. Los materiales y recursos empleados son todos locales o de cercanía, teniendo siempre presente los materiales que menos impacto generen.",estibalizyuguero@gmail.com,659212167,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5174&Act=10&SubAct=07,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5174-0010-0007P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5174-0010-0007P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5174-0010-0007P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5174-0010-0007P4.JPG,43.2332639,-2.8453385
5214,MUNDAKA,,,JOYERIA,Taller de joyería artística. Diseño y fabricación de joyas artesanas.,agirre.nerea@gmail.com,615745424,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5214&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5214-0010-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5214-0010-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5214-0010-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5214-0010-0001P4.jpg,43.407824,-2.6992833
5073,GETXO,,,JOYERIA,"El proceso se realiza totalmente artesanal partiendo un lingote de oro o plata hasta conseguir la joya deseada tales como alianzas de boda, sortijas de compromiso, transformación de joyas antiguas, pendientes, anillos, colgantes así como todo tipo de joyas personalizadas.",info@joyeriasanpedro.com,944631227,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5073&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5073-0010-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5073-0010-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5073-0010-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5073-0010-0001P4.jpg,43.3479409,-3.0087671
5068,ATXONDO,,,JOYERIA,"Complementos creados y diseñados artesanalmente utilizando materiales de calidad uniendo el macramé con  piedras semipreciosas consiguiendo productos como anillos, pendientes pulseras, collares etc.",artesaniaeguzkilore@gmail.com,634403162,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5068&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5068-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5068-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5068-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5068-0010-0001P4.JPG,43.1302284,-2.5856042
300,BASAURI,,,JOYERIA,"Diseño y fabricación de joyas realizadas en oro, plata y piedras preciosas.
Las obra posee un marcado  estilo personal que fusiona la Alta Joyería con la Escultura.",DNLBORDE@GMAIL.COM,656762544,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=300&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2011-0300-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2011-0300-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2011-0300-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2011-0300-0010-0001P4.JPG,43.235372,-2.8920543
5168,BILBAO,,,JOYERIA,"Eva Burton es una creadora que vive y trabaja en el País Vasco, en la acogedora ciudad de Bilbao. Nació en Buenos Aires, Argentina, donde estudió Restauración y Conservación del Patrimonio Artístico en la Universidad de Bellas Artes de Buenos Aires (IUNA). En 2010 se trasladó a vivir en Barcelona y en 2014 finalizó sus estudios en Joyería Artística en la Escola Massana. En 2018 completó un Máster en Bellas Artes especializado en Joyería Contemporánea y Talla de Piedra en la Universidad de Ciencias Aplicadas de Trier en Idar-Oberstein, Alemania.
A lo largo de los años su trabajo ha sido exhibido internacionalmente y publicado en libros especializados, así como ha participado en colaboraciones y proyectos colectivos con el objetivo de interconectar diversas culturas y disciplinas estéticas. Eva no se atiene a una sola tipología de objetos: siempre está buscando nuevas formas de expresión y el juego es un aspecto fundamental en su vida y en sus creaciones artísticas.
---
Cada pieza de joyería está hecha a mano en el estudio de Eva Burton, Flashera Lab, ubicado en Bilbao, España. Desde la idea hasta la pieza final, Eva Burton reinterpreta las técnicas tradicionales de la artesanía con un enfoque contemporáneo. Creando piezas únicas y joyas de edición limitada y continua, su objetivo es que sus piezas viajen como mensajes portátiles y esparzan por el mundo una actitud positiva y genuina.
Cada pieza de joyería refleja el proceso de un objeto hecho íntegramente a mano. Consumir obra artesanal significa que estás apoyando a una comunidad de artífices y diseñadores y es una de las llaves que abrirán la puerta al cambio de la sociedad de consumo. Handmade is the new black! Oh yeah!",evaburtonjoyas@gmail.com,640207521,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5168&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5168-0010-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5168-0010-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5168-0010-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5168-0010-0001P4.jpg,43.2630018,-2.9350039
108,BILBAO,,,JOYERIA,"FCJoyeros como tributo a cuatro generaciones de artesanos conserva un concepto creativo-constructivo poco frecuente en el mundo de la joyeria, así elaboran piezas en todo tipo de metales nobles. El atelier de FCjoyeros se ha formado alrededor de un núcleo central basado en la joyería tradicional - transmitida como herencia familiar- y ha ido sumando valores procedentes de las Bellas Artes y del Diseño.
Como artesanos y diseñadores de joyería profesionales entendemos que nuestra labor es la de ser capaces de tener una idea, poder expresarla y finalmente convertirla en una joya deseable y de calidad.",fcjoyeros@fcjoyeros.com,944703704,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=108&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1993-0108-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1993-0108-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1993-0108-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-1993-0108-0010-0001P4.JPG,43.2630018,-2.9350039
5209,BARAKALDO,,,JOYERIA,"Mis piezas están realizadas a mano con mucho cariño. Comienzo realizando los moldes, de las piezas que quiero crear, para que sean piezas diferentes y únicas. 

Mezclo la resina con pigmentos naturales, tintas o flores secas (previamente recolectadas y secadas a mano con gel sílice) hasta conseguir el resultado que me gusta. Una vez las piezas han salido del molde toca lijar, pulir y abrillantar, ¡hay que sacar el brillo que llevan dentro!

Finalmente les coloco las fornituras, en materiales hipoalergénicos o plata de ley. Como veis es un proceso largo y cuidadoso, que requiere de cariño, para que cada pieza sea especial.


Dispongo de una tienda online, donde muestro y vendo el trabajo que realizo.",txaytxiki@hotmail.com,688633765,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5209&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5209-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5209-0010-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5209-0010-0001P3.jpg,43.29548,-2.9900933
5034,LEKEITIO,,,JOYERIA,"JOYAS DE PLATA, COBRE, LATÓN Y CUERO.",ainarapaul@gmail.com,649568114,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5034&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2014-5034-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2014-5034-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2014-5034-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2014-5034-0010-0001P4.JPG,43.3637081,-2.5059965
5177,BILBAO,,,JOYERIA,"Kiribiltxo es una marca de joyería artística de inspiración industrial. Se trata de un acercamiento a la joyería desde una perspectiva contemporánea, experimentando con diferentes materiales y técnicas. Es una contínua búsqueda hacia un lenguaje propio a través de los materiales y sus posibilidades. Diseños originales llenos de creatividad, hechos a mano y en ediciones limitadas.",olaia@kiribiltxo.eus,616409647,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5177&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5177-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5177-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5177-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2020-5177-0010-0001P4.JPG,43.2630018,-2.9350039
5315,BAKIO,,,JOYERIA,Joyería sostenible de cristal marino,Karramarroseaglass@gmail.com,695767070,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5315&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5315-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5315-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5315-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2025-5315-0010-0001P4.JPG,43.4284384,-2.8090387
5237,BILBAO,,,JOYERIA,"Me llamo Maitena Ganboa, soy Graduada en Joyería y Cerámica
Cuando observo mi trabajo, veo una mezcla de estas dos especialidades. Yo las definiría
como pequeñas esculturas en metal, con la impronta de mis huellas, como si de barro se
tratara.
Me gusta crear anillos, pendientes, colgantes, ? diferentes, experimentar nuevas técnicas
?. pintar con acrílico a fuego mis joyas, electroformar (proceso electrolítico, con el que
dotamos a una forma X, de una fina coraza de metal) cosas que encuentro en la
naturaleza con formas interesantes , combinar materiales , texturar los metales para
darles personalidad
Crear joyas únicas con las que os sintáis diferentes, especiales, unic@s.
Los materiales que uso para mis trabajos suelen ser la plata, el oro(bajo pedido) ,piedras
preciosas y semipreciosas , porcelana, resinas?y todo lo que encuentre por ahí que me
llame la atención y me parezca interesante. Creo que hay muchas cosas que nos rodean
con las que se pueden crear joyas que te apetezca vestir.
¡El valor del material no lo hace bello, es su forma, su personalidad!
Otra cosa que me parece muy interesante, y que hago en mi taller es reciclar joyas de oro.
¡Pues podemos reciclar ese metal , y así no dañamos tanto la naturaleza !",maitenga@gmail.com,626043178,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5237&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5237-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5237-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5237-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5237-0010-0001P4.JPG,43.2630018,-2.9350039
5128,ERANDIO,,,JOYERIA,Manufacturación de piezas de plata. Técnicas básicas de joyería y microfusión.,laborigena@gmail.com,607481709,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5128&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2018-5128-0010-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2018-5128-0010-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2018-5128-0010-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2018-5128-0010-0001P4.jpg,43.3055981,-2.9729697
5062,BARRIKA,,,JOYERIA,Diseño y fabricación de joyas en oro 18K y plata de primera ley engastadas con piedras preciosas y piedras de playa.,info@inessusaeta.com,685726591,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5062&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5062-0010-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5062-0010-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5062-0010-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5062-0010-0001P4.jpg,43.4039103,-2.9627592
243,BILBAO,,,JOYERIA,"Alta joyería realizada artesanalmente en platino, oro blanco y oro amarillo.",beatriz@jf-joyeros.com,944154671,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=243&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2006-0243-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2006-0243-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2006-0243-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2006-0243-0010-0001P4.JPG,43.2630018,-2.9350039
5122,BILBAO,,,JOYERIA,"Diseño, realización y restauración de piezas ornamentales: alianzas, sortijas, collares, pulseras etc.",joyeria.alvarez@hotmail.com,944151123,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5122&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5122-0010-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5122-0010-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5122-0010-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2017-5122-0010-0001P4.jpg,43.2630018,-2.9350039
5222,DIMA,,,JOYERIA,"Piezas únicas hechas a mano.
Plata de primera ley.
Originales y diferentes.",joyeria@menudobicho.com,676124655,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5222&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5222-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5222-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5222-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2022-5222-0010-0001P4.JPG,43.1430694,-2.7508974
5192,BILBAO,,,JOYERIA,Artesano dedicado a la fabricación de joyería en plata.,infoargentblue@gmail.com,640740754,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5192&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2021-5192-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2021-5192-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2021-5192-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2021-5192-0010-0001P4.jpg,43.2630018,-2.9350039
294,KORTEZUBI,,,JOYERIA,"Realiza todo tipo de trabajos en joyeria, como fundido, trabajo a la cera perdida, creación de moldes de yeso y vulcanizado.",esthermartin@esthermartin.es,636535329,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=294&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2011-0294-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2011-0294-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2011-0294-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/6-30-00-2011-0294-0010-0001P4.JPG,43.3408832,-2.6554179
320,ARRIGORRIAGA,,,JOYERIA,"Taller artesano de joyería ,los diseños de las piezas los fabrico en plata y oro ,siempre que se puede los diseño junto a los clitentes clientas , para así poder plasmar en las pizas sus deseos.",bitzia@hotmail.com,630230469,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=320&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-30-00-2013-0320-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-30-00-2013-0320-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-30-00-2013-0320-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/8-30-00-2013-0320-0010-0001P4.JPG,43.2065921,-2.8873537
244,BERANGO,,,JOYERIA,"Proponemos joyas de series limitadas, compatibles con todo tipo de estilos que están hechas íntegramente de una en una en #Bilbao de manera artesanal  gracias a una fabricación ética.

ARTESANÍA + CREATIVIDAD
Porque durante el proceso de elaboración los detalles, SI IMPORTAN.

Color, brillo, tamaño, ?
Es el conocimiento sobre la materia cuando la artista escucha, moldea y da formas nuevas con técnicas antiguas, creando piezas artesanas con alma.

Porque en la vida los pequeños detalles lo son todo.

El valor de las cosas bien hechas.",matxiglassdesign@hotmail.com,629482869,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=244&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2006-0244-0010-0001P1.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2006-0244-0010-0001P2.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2006-0244-0010-0001P3.JPG; https://apli.bizkaia.net/apps/danok/at/imagenes/7-30-00-2006-0244-0010-0001P4.JPG,43.3628719,-2.9957746
5063,BILBAO,,,JOYERIA,"Creación de distintas formas orgánicas a través de la técnica cera perdida.  Se rectifica con el soldador de ceras. Se funde la plata se trabaja y se suelda consiguiendo varios acabados que hacen que los productos sean ,unicos.",info@suartjoyas.com,618905355,https://apli.bizkaia.net/apps/danok/at/castellano/ca_Detalle.asp?Codigo=5063&Act=10&SubAct=01,https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5063-0010-0001P1.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5063-0010-0001P2.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5063-0010-0001P3.jpg; https://apli.bizkaia.net/apps/danok/at/imagenes/8-29-AT-2015-5063-0010-0001P4.jpg,43.2630018,-2.9350039
